ocid,id,date,buyer_id,buyer_name,contracts_id,contracts_status,contracts_awardID,contracts_value_amount,contracts_value_currency,contracts_dateSigned,planning_budget_amount
ocds-5wno2w-CE-20200001860311-76040,CE-20200001860311-76040-2021-11-23T08:24:51.342Z,2020-06-01T00:00:00-05:00,EC-RUC-1460003710001,DIRECCION DISTRITAL 14D03 - LOGROÑO - SUCUA - SALUD,CE-20200001860311-contract,terminated,CE-20200001860311,,,,
ocds-5wno2w-CE-20200001860312-537258,CE-20200001860312-537258-2021-11-23T08:24:51.376Z,2020-06-01T00:00:00-05:00,EC-RUC-2260015300001,DIRECCION DISTRITAL 22D02 ORELLANA - LORETO SALUD,CE-20200001860312-contract,terminated,CE-20200001860312,,,,
ocds-5wno2w-CE-20200001860318-2797,CE-20200001860318-2797-2021-11-23T08:24:51.421Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860318-contract,terminated,CE-20200001860318,,,,
ocds-5wno2w-CE-20200001860319-2797,CE-20200001860319-2797-2021-11-23T08:24:51.461Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860319-contract,terminated,CE-20200001860319,,,,
ocds-5wno2w-CE-20200001860320-2797,CE-20200001860320-2797-2021-11-23T08:24:51.497Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860320-contract,terminated,CE-20200001860320,,,,
ocds-5wno2w-CE-20200001860321-2797,CE-20200001860321-2797-2021-11-23T08:24:51.535Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860321-contract,terminated,CE-20200001860321,,,,
ocds-5wno2w-CE-20200001860322-2797,CE-20200001860322-2797-2021-11-23T08:24:51.574Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860322-contract,terminated,CE-20200001860322,,,,
ocds-5wno2w-CE-20200001860323-2797,CE-20200001860323-2797-2021-11-23T08:24:51.610Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860323-contract,terminated,CE-20200001860323,,,,
ocds-5wno2w-CE-20200001860324-2797,CE-20200001860324-2797-2021-11-23T08:24:51.648Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860324-contract,terminated,CE-20200001860324,,,,
ocds-5wno2w-CE-20200001860325-2797,CE-20200001860325-2797-2021-11-23T08:24:51.687Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860325-contract,terminated,CE-20200001860325,,,,
ocds-5wno2w-CE-20200001860326-2797,CE-20200001860326-2797-2021-11-23T08:24:51.724Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860326-contract,terminated,CE-20200001860326,,,,
ocds-5wno2w-CE-20200001860327-2797,CE-20200001860327-2797-2021-11-23T08:24:51.760Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860327-contract,terminated,CE-20200001860327,,,,
ocds-5wno2w-CE-20200001860328-2797,CE-20200001860328-2797-2021-11-23T08:24:51.799Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860328-contract,terminated,CE-20200001860328,,,,
ocds-5wno2w-CE-20200001860329-2797,CE-20200001860329-2797-2021-11-23T08:24:51.836Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860329-contract,terminated,CE-20200001860329,,,,
ocds-5wno2w-CE-20200001860330-2797,CE-20200001860330-2797-2021-11-23T08:24:51.872Z,2020-06-01T00:00:00-05:00,EC-RUC-1768053150001,CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,CE-20200001860330-contract,terminated,CE-20200001860330,,,,
ocds-5wno2w-CE-20200001860331-54082,CE-20200001860331-54082-2021-11-23T08:24:51.907Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860331-contract,terminated,CE-20200001860331,,,,
ocds-5wno2w-CE-20200001860332-54082,CE-20200001860332-54082-2021-11-23T08:24:51.946Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860332-contract,terminated,CE-20200001860332,,,,
ocds-5wno2w-CE-20200001860333-54082,CE-20200001860333-54082-2021-11-23T08:24:51.982Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860333-contract,terminated,CE-20200001860333,,,,
ocds-5wno2w-CE-20200001860334-54082,CE-20200001860334-54082-2021-11-23T08:24:52.017Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860334-contract,terminated,CE-20200001860334,,,,
ocds-5wno2w-CE-20200001860335-54082,CE-20200001860335-54082-2021-11-23T08:24:52.054Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860335-contract,terminated,CE-20200001860335,,,,
ocds-5wno2w-CE-20200001860336-54082,CE-20200001860336-54082-2021-11-23T08:24:52.090Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860336-contract,terminated,CE-20200001860336,,,,
ocds-5wno2w-CE-20200001860337-54082,CE-20200001860337-54082-2021-11-23T08:24:52.125Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860337-contract,terminated,CE-20200001860337,,,,
ocds-5wno2w-CE-20200001860338-54082,CE-20200001860338-54082-2021-11-23T08:24:52.161Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860338-contract,terminated,CE-20200001860338,,,,
ocds-5wno2w-CE-20200001860339-54082,CE-20200001860339-54082-2021-11-23T08:24:52.196Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860339-contract,terminated,CE-20200001860339,,,,
ocds-5wno2w-CE-20200001860340-54082,CE-20200001860340-54082-2021-11-23T08:24:52.232Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860340-contract,terminated,CE-20200001860340,,,,
ocds-5wno2w-CE-20200001860341-54082,CE-20200001860341-54082-2021-11-23T08:24:52.269Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860341-contract,terminated,CE-20200001860341,,,,
ocds-5wno2w-CE-20200001860342-54082,CE-20200001860342-54082-2021-11-23T08:24:52.306Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860342-contract,terminated,CE-20200001860342,,,,
ocds-5wno2w-CE-20200001860343-54082,CE-20200001860343-54082-2021-11-23T08:24:52.344Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860343-contract,terminated,CE-20200001860343,,,,
ocds-5wno2w-CE-20200001860344-54082,CE-20200001860344-54082-2021-11-23T08:24:52.381Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860344-contract,terminated,CE-20200001860344,,,,
ocds-5wno2w-CE-20200001860345-54082,CE-20200001860345-54082-2021-11-23T08:24:52.417Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860345-contract,terminated,CE-20200001860345,,,,
ocds-5wno2w-CE-20200001860346-54082,CE-20200001860346-54082-2021-11-23T08:24:52.453Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860346-contract,terminated,CE-20200001860346,,,,
ocds-5wno2w-CE-20200001860347-54082,CE-20200001860347-54082-2021-11-23T08:24:52.489Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860347-contract,terminated,CE-20200001860347,,,,
ocds-5wno2w-CE-20200001860348-54082,CE-20200001860348-54082-2021-11-23T08:24:52.526Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860348-contract,terminated,CE-20200001860348,,,,
ocds-5wno2w-CE-20200001860349-54082,CE-20200001860349-54082-2021-11-23T08:24:52.561Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860349-contract,terminated,CE-20200001860349,,,,
ocds-5wno2w-CE-20200001860350-54082,CE-20200001860350-54082-2021-11-23T08:24:52.598Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860350-contract,terminated,CE-20200001860350,,,,
ocds-5wno2w-CE-20200001860351-54082,CE-20200001860351-54082-2021-11-23T08:24:52.633Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860351-contract,terminated,CE-20200001860351,,,,
ocds-5wno2w-CE-20200001860352-54082,CE-20200001860352-54082-2021-11-23T08:24:52.670Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860352-contract,terminated,CE-20200001860352,,,,
ocds-5wno2w-CE-20200001860353-54082,CE-20200001860353-54082-2021-11-23T08:24:52.706Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860353-contract,terminated,CE-20200001860353,,,,
ocds-5wno2w-CE-20200001860354-54082,CE-20200001860354-54082-2021-11-23T08:24:52.740Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860354-contract,terminated,CE-20200001860354,,,,
ocds-5wno2w-CE-20200001860355-54082,CE-20200001860355-54082-2021-11-23T08:24:52.775Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860355-contract,terminated,CE-20200001860355,,,,
ocds-5wno2w-CE-20200001860356-54082,CE-20200001860356-54082-2021-11-23T08:24:52.811Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860356-contract,terminated,CE-20200001860356,,,,
ocds-5wno2w-CE-20200001860357-54082,CE-20200001860357-54082-2021-11-23T08:24:52.846Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860357-contract,terminated,CE-20200001860357,,,,
ocds-5wno2w-CE-20200001860358-54082,CE-20200001860358-54082-2021-11-23T08:24:52.881Z,2020-06-01T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001860358-contract,terminated,CE-20200001860358,,,,
ocds-5wno2w-CE-20200001860360-19549,CE-20200001860360-19549-2021-11-23T08:24:52.914Z,2020-06-01T00:00:00-05:00,EC-RUC-1060003360001,OFICINA TECNICA MIDUVI IMBABURA,CE-20200001860360-contract,terminated,CE-20200001860360,,,,
ocds-5wno2w-CE-20200001860361-19549,CE-20200001860361-19549-2021-11-23T08:24:52.949Z,2020-06-01T00:00:00-05:00,EC-RUC-1060003360001,OFICINA TECNICA MIDUVI IMBABURA,CE-20200001860361-contract,terminated,CE-20200001860361,,,,
ocds-5wno2w-CE-20200001860362-19549,CE-20200001860362-19549-2021-11-23T08:24:52.981Z,2020-06-01T00:00:00-05:00,EC-RUC-1060003360001,OFICINA TECNICA MIDUVI IMBABURA,CE-20200001860362-contract,terminated,CE-20200001860362,,,,
ocds-5wno2w-CE-20200001860363-19549,CE-20200001860363-19549-2021-11-23T08:24:53.020Z,2020-06-01T00:00:00-05:00,EC-RUC-1060003360001,OFICINA TECNICA MIDUVI IMBABURA,CE-20200001860363-contract,terminated,CE-20200001860363,,,,
ocds-5wno2w-CE-20200001860364-19549,CE-20200001860364-19549-2021-11-23T08:24:53.052Z,2020-06-01T00:00:00-05:00,EC-RUC-1060003360001,OFICINA TECNICA MIDUVI IMBABURA,CE-20200001860364-contract,terminated,CE-20200001860364,,,,
ocds-5wno2w-CE-20200001860365-734536,CE-20200001860365-734536-2021-11-23T08:24:53.086Z,2020-06-01T00:00:00-05:00,EC-RUC-1768185060001,EMPRESA PUBLICA MUNICIPAL DE HABITAT Y VIVIENDA DE RUMIÑAHUI,CE-20200001860365-contract,terminated,CE-20200001860365,,,,
ocds-5wno2w-CE-20200001860373-9676,CE-20200001860373-9676-2021-11-23T08:24:53.120Z,2020-06-01T00:00:00-05:00,EC-RUC-1360009180001,DIRECCION DISTRITAL 13D11 - SAN VICENTE - SUCRE - SALUD,CE-20200001860373-contract,terminated,CE-20200001860373,,,,
ocds-5wno2w-CE-20200001860374-9676,CE-20200001860374-9676-2021-11-23T08:24:53.148Z,2020-06-01T00:00:00-05:00,EC-RUC-1360009180001,DIRECCION DISTRITAL 13D11 - SAN VICENTE - SUCRE - SALUD,CE-20200001860374-contract,terminated,CE-20200001860374,,,,
ocds-5wno2w-CE-20200001860375-9676,CE-20200001860375-9676-2021-11-23T08:24:53.172Z,2020-06-01T00:00:00-05:00,EC-RUC-1360009180001,DIRECCION DISTRITAL 13D11 - SAN VICENTE - SUCRE - SALUD,CE-20200001860375-contract,terminated,CE-20200001860375,,,,
ocds-5wno2w-CE-20200001860376-9676,CE-20200001860376-9676-2021-11-23T08:24:53.197Z,2020-06-01T00:00:00-05:00,EC-RUC-1360009180001,DIRECCION DISTRITAL 13D11 - SAN VICENTE - SUCRE - SALUD,CE-20200001860376-contract,terminated,CE-20200001860376,,,,
ocds-5wno2w-CE-20200001860377-9676,CE-20200001860377-9676-2021-11-23T08:24:53.221Z,2020-06-01T00:00:00-05:00,EC-RUC-1360009180001,DIRECCION DISTRITAL 13D11 - SAN VICENTE - SUCRE - SALUD,CE-20200001860377-contract,active,CE-20200001860377,,,,
ocds-5wno2w-CE-20200001860381-3214,CE-20200001860381-3214-2021-11-23T08:24:53.239Z,2020-06-01T00:00:00-05:00,EC-RUC-1790053881001,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,CE-20200001860381-contract,active,CE-20200001860381,,,,
ocds-5wno2w-CE-20200001860382-121836,CE-20200001860382-121836-2021-11-23T08:24:53.272Z,2020-06-01T00:00:00-05:00,EC-RUC-1060005490001,CASA DE LA CULTURA NUCLEO DE IMBABURA,CE-20200001860382-contract,terminated,CE-20200001860382,,,,
ocds-5wno2w-CE-20200001860383-121836,CE-20200001860383-121836-2021-11-23T08:24:53.310Z,2020-06-01T00:00:00-05:00,EC-RUC-1060005490001,CASA DE LA CULTURA NUCLEO DE IMBABURA,CE-20200001860383-contract,terminated,CE-20200001860383,,,,
ocds-5wno2w-CE-20200001860384-121836,CE-20200001860384-121836-2021-11-23T08:24:53.344Z,2020-06-01T00:00:00-05:00,EC-RUC-1060005490001,CASA DE LA CULTURA NUCLEO DE IMBABURA,CE-20200001860384-contract,terminated,CE-20200001860384,,,,
ocds-5wno2w-CE-20200001860385-121836,CE-20200001860385-121836-2021-11-23T08:24:53.376Z,2020-06-01T00:00:00-05:00,EC-RUC-1060005490001,CASA DE LA CULTURA NUCLEO DE IMBABURA,CE-20200001860385-contract,terminated,CE-20200001860385,,,,
ocds-5wno2w-CE-20200001860386-121836,CE-20200001860386-121836-2021-11-23T08:24:53.409Z,2020-06-01T00:00:00-05:00,EC-RUC-1060005490001,CASA DE LA CULTURA NUCLEO DE IMBABURA,CE-20200001860386-contract,terminated,CE-20200001860386,,,,
ocds-5wno2w-CE-20200001860387-121836,CE-20200001860387-121836-2021-11-23T08:24:53.443Z,2020-06-01T00:00:00-05:00,EC-RUC-1060005490001,CASA DE LA CULTURA NUCLEO DE IMBABURA,CE-20200001860387-contract,terminated,CE-20200001860387,,,,
ocds-5wno2w-CE-20200001860388-121836,CE-20200001860388-121836-2021-11-23T08:24:53.477Z,2020-06-01T00:00:00-05:00,EC-RUC-1060005490001,CASA DE LA CULTURA NUCLEO DE IMBABURA,CE-20200001860388-contract,terminated,CE-20200001860388,,,,
ocds-5wno2w-CE-20200001860389-121836,CE-20200001860389-121836-2021-11-23T08:24:53.512Z,2020-06-01T00:00:00-05:00,EC-RUC-1060005490001,CASA DE LA CULTURA NUCLEO DE IMBABURA,CE-20200001860389-contract,terminated,CE-20200001860389,,,,
ocds-5wno2w-CE-20200001860390-121836,CE-20200001860390-121836-2021-11-23T08:24:53.546Z,2020-06-01T00:00:00-05:00,EC-RUC-1060005490001,CASA DE LA CULTURA NUCLEO DE IMBABURA,CE-20200001860390-contract,terminated,CE-20200001860390,,,,
ocds-5wno2w-CE-20200001860398-116852,CE-20200001860398-116852-2021-11-23T08:24:53.576Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860398-contract,terminated,CE-20200001860398,,,,
ocds-5wno2w-CE-20200001860399-116852,CE-20200001860399-116852-2021-11-23T08:24:53.609Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860399-contract,terminated,CE-20200001860399,,,,
ocds-5wno2w-CE-20200001860400-116852,CE-20200001860400-116852-2021-11-23T08:24:53.638Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860400-contract,terminated,CE-20200001860400,,,,
ocds-5wno2w-CE-20200001860401-116852,CE-20200001860401-116852-2021-11-23T08:24:53.667Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860401-contract,terminated,CE-20200001860401,,,,
ocds-5wno2w-CE-20200001860402-116852,CE-20200001860402-116852-2021-11-23T08:24:53.695Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860402-contract,terminated,CE-20200001860402,,,,
ocds-5wno2w-CE-20200001860403-116852,CE-20200001860403-116852-2021-11-23T08:24:53.723Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860403-contract,terminated,CE-20200001860403,,,,
ocds-5wno2w-CE-20200001860404-116852,CE-20200001860404-116852-2021-11-23T08:24:53.751Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860404-contract,terminated,CE-20200001860404,,,,
ocds-5wno2w-CE-20200001860405-116852,CE-20200001860405-116852-2021-11-23T08:24:53.779Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860405-contract,terminated,CE-20200001860405,,,,
ocds-5wno2w-CE-20200001860406-116852,CE-20200001860406-116852-2021-11-23T08:24:53.806Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860406-contract,terminated,CE-20200001860406,,,,
ocds-5wno2w-CE-20200001860407-116852,CE-20200001860407-116852-2021-11-23T08:24:53.835Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860407-contract,terminated,CE-20200001860407,,,,
ocds-5wno2w-CE-20200001860408-116852,CE-20200001860408-116852-2021-11-23T08:24:53.863Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860408-contract,terminated,CE-20200001860408,,,,
ocds-5wno2w-CE-20200001860409-116852,CE-20200001860409-116852-2021-11-23T08:24:53.891Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860409-contract,terminated,CE-20200001860409,,,,
ocds-5wno2w-CE-20200001860410-116852,CE-20200001860410-116852-2021-11-23T08:24:53.919Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860410-contract,terminated,CE-20200001860410,,,,
ocds-5wno2w-CE-20200001860411-116852,CE-20200001860411-116852-2021-11-23T08:24:53.948Z,2020-06-01T00:00:00-05:00,EC-RUC-0460021800001,JUNTA PARROQUIAL DE MARISCAL SUCRE,CE-20200001860411-contract,terminated,CE-20200001860411,,,,
ocds-5wno2w-CE-20200001860412-918125,CE-20200001860412-918125-2021-11-23T08:24:53.979Z,2020-06-01T00:00:00-05:00,EC-RUC-1660018700001,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,CE-20200001860412-contract,terminated,CE-20200001860412,,,,
ocds-5wno2w-CE-20200001860413-918125,CE-20200001860413-918125-2021-11-23T08:24:54.018Z,2020-06-01T00:00:00-05:00,EC-RUC-1660018700001,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,CE-20200001860413-contract,terminated,CE-20200001860413,,,,
ocds-5wno2w-CE-20200001860414-918125,CE-20200001860414-918125-2021-11-23T08:24:54.053Z,2020-06-01T00:00:00-05:00,EC-RUC-1660018700001,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,CE-20200001860414-contract,terminated,CE-20200001860414,,,,
ocds-5wno2w-CE-20200001860415-918125,CE-20200001860415-918125-2021-11-23T08:24:54.091Z,2020-06-01T00:00:00-05:00,EC-RUC-1660018700001,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,CE-20200001860415-contract,terminated,CE-20200001860415,,,,
ocds-5wno2w-CE-20200001860416-302595,CE-20200001860416-302595-2021-11-23T08:24:54.123Z,2020-06-01T00:00:00-05:00,EC-RUC-0760044040001,EMPRESA PUBLICA MUNICIPAL DE ASEO DE MACHALA EMAM EP,CE-20200001860416-contract,terminated,CE-20200001860416,,,,
ocds-5wno2w-CE-20200001860417-302595,CE-20200001860417-302595-2021-11-23T08:24:54.144Z,2020-06-01T00:00:00-05:00,EC-RUC-0760044040001,EMPRESA PUBLICA MUNICIPAL DE ASEO DE MACHALA EMAM EP,CE-20200001860417-contract,terminated,CE-20200001860417,,,,
ocds-5wno2w-CE-20200001860418-302595,CE-20200001860418-302595-2021-11-23T08:24:54.196Z,2020-06-01T00:00:00-05:00,EC-RUC-0760044040001,EMPRESA PUBLICA MUNICIPAL DE ASEO DE MACHALA EMAM EP,CE-20200001860418-contract,terminated,CE-20200001860418,,,,
ocds-5wno2w-CE-20200001860419-302595,CE-20200001860419-302595-2021-11-23T08:24:54.214Z,2020-06-01T00:00:00-05:00,EC-RUC-0760044040001,EMPRESA PUBLICA MUNICIPAL DE ASEO DE MACHALA EMAM EP,CE-20200001860419-contract,terminated,CE-20200001860419,,,,
ocds-5wno2w-CE-20200001860420-302595,CE-20200001860420-302595-2021-11-23T08:24:54.238Z,2020-06-01T00:00:00-05:00,EC-RUC-0760044040001,EMPRESA PUBLICA MUNICIPAL DE ASEO DE MACHALA EMAM EP,CE-20200001860420-contract,terminated,CE-20200001860420,,,,
ocds-5wno2w-CE-20200001860421-302595,CE-20200001860421-302595-2021-11-23T08:24:54.262Z,2020-06-01T00:00:00-05:00,EC-RUC-0760044040001,EMPRESA PUBLICA MUNICIPAL DE ASEO DE MACHALA EMAM EP,CE-20200001860421-contract,terminated,CE-20200001860421,,,,
ocds-5wno2w-CE-20200001860422-302595,CE-20200001860422-302595-2021-11-23T08:24:54.285Z,2020-06-01T00:00:00-05:00,EC-RUC-0760044040001,EMPRESA PUBLICA MUNICIPAL DE ASEO DE MACHALA EMAM EP,CE-20200001860422-contract,terminated,CE-20200001860422,,,,
ocds-5wno2w-CE-20200001860423-39091,CE-20200001860423-39091-2021-11-23T08:24:54.303Z,2020-06-02T00:00:00-05:00,EC-RUC-2160000130001,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUTUMAYO,CE-20200001860423-contract,terminated,CE-20200001860423,,,,
ocds-5wno2w-CE-20200001860424-462936,CE-20200001860424-462936-2021-11-23T08:24:54.338Z,2020-06-02T00:00:00-05:00,EC-RUC-1865037910001,COORDINACION ZONAL 3 DEL MINISTERIO DE RELACIONES EXTERIORES Y MOVILIDAD HUMANA,CE-20200001860424-contract,terminated,CE-20200001860424,,,,
ocds-5wno2w-CE-20200001860426-39091,CE-20200001860426-39091-2021-11-23T08:24:54.366Z,2020-06-02T00:00:00-05:00,EC-RUC-2160000130001,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUTUMAYO,CE-20200001860426-contract,terminated,CE-20200001860426,,,,
ocds-5wno2w-CE-20200001860427-39091,CE-20200001860427-39091-2021-11-23T08:24:54.408Z,2020-06-02T00:00:00-05:00,EC-RUC-2160000130001,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUTUMAYO,CE-20200001860427-contract,terminated,CE-20200001860427,,,,
