DESCRIPCION SECTOR,NOMBRE ENTIDAD
ENTIDADES DE EDUCACION SUPERIOR,UNIDAD DE VINCULACION CON LA SOCIEDAD Y PRESTACION DE SERVICIOS DE LA UNIVERSIDAD TECNICA DE AMBATO (UVPSUTA)
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD TECNICA DE AMBATO - PLANTA CENTRAL
ENTIDADES DE EDUCACION SUPERIOR,CENTRO DE EDUCACION CONTINUA EPN
ENTIDADES DE EDUCACION SUPERIOR,INSTITUTO GEOFISICO
ENTIDADES DE EDUCACION SUPERIOR,CENTRO DE TRANSFERENCIA TECNOLOGICA PARA LA CAPACITACION E INVESTIGACION EN CONTROL DE EMISIONES VEHICULARES
ENTIDADES DE EDUCACION SUPERIOR,UNIDAD DE GESTION DE INVESTIGACION Y PROYECCION SOCIAL
ENTIDADES DE EDUCACION SUPERIOR,ESCUELA POLITECNICA NACIONAL - PLANTA CENTRAL
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD TECNICA DE COTOPAXI
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD NACIONAL DE CHIMBORAZO
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD ESTATAL DE MILAGRO
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD ESTATAL DEL SUR DE MANABI
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD ESTATAL AMAZONICA
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD ESTATAL PENINSULA DE SANTA ELENA - PLANTA CENTRAL
ENTIDADES DE EDUCACION SUPERIOR,ESCUELA SUPERIOR POLITECNICA AGROPECUARIA DE MANABI MANUEL FELIX LOPEZ
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE EXTENSION SANTO DOMINGO DE LOS TSACHILAS
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE - EXTENSION LATACUNGA
ENTIDADES DE EDUCACION SUPERIOR,CARRERA DE INGENIERIA AGROPECUARIA IASA 1
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE - PLANTA CENTRAL
ENTIDADES DE EDUCACION SUPERIOR,INSTITUTO SUPERIOR TECNOLOGICO DE ARTES DEL ECUADOR
ENTIDADES DE EDUCACION SUPERIOR,INSTITUTO DE ALTOS ESTUDIOS NACIONALES (IAEN)
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD POLITECNICA ESTATAL DEL CARCHI
ENTIDADES DE EDUCACION SUPERIOR,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL DE ESPECIALIDADES - TEODORO MALDONADO CARBO
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL DE ESPECIALIDADES - CARLOS ANDRADE MARIN
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL SAN FRANCISCO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES - COMITE DEL PUEBLO
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL DE ESPECIALIDADES - JOSE CARRASCO ARTEAGA
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL DEL SUR DE QUITO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO MEDICO FAMILIAR INTEGRAL Y ESPECIALIDADES DIALISIS LA MARISCAL 
ENTIDADES DE SEGURIDAD SOCIAL,INSTITUTO ECUATORIANO DE SEGURIDAD SOCIAL  -IESS
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B -ATUNTAQUI
ENTIDADES DE SEGURIDAD SOCIAL,INSTITUTO DE SEGURIDAD SOCIAL DE LAS FUERZAS ARMADAS - ISSFA
ENTIDADES DE SEGURIDAD SOCIAL,INSTITUTO  DE SEGURIDAD SOCIAL DE LA POLICIA - ISSPOL
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL QUEVEDO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE REHABILITACION INTEGRAL ESPECIALIZADO AZOGUEZ
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES OTAVALO
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL BASICO - ESMERALDAS
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - SAN LORENZO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - QUININDE
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - TULCAN
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - EL ANGEL
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - SAN GABRIEL
ENTIDADES DE SEGURIDAD SOCIAL,IESS HOSPITAL DE IBARRA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - COTACACHI
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES NUEVA LOJA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA CENTRAL QUITO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO (HOSPITAL DEL DIA) - CHIMBACALLE
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA EL BATAN
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES SUR OCCIDENTAL
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES SAN JUAN
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES - LA ECUATORIANA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - MACHACHI
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B -CAYAMBE
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - TABACUNDO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD  A - AMAGUANA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA - EL TENA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - EL COCA
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL LATACUNGA
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL - AMBATO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - BANOS
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - PILLARO
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL RIOBAMBA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - ALAUSI
ENTIDADES DE SEGURIDAD SOCIAL,PUESTO DE SALUD DE CHUNCHI
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - PARQUE INDUSTRIAL
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL BASICO EL PUYO
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL PORTOVIEJO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD C - BAHIA DE CARAQUEZ
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL - MANTA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO (HOSPITAL DEL DIA)JIPIJAPA
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL BASICO CHONE
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD  B - PORTOVIEJO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - EL CARMEN
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A -CALCETA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - PAJAN
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD  A - LOS ESTEROS
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANTO DOMINGO
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL - SANTO DOMINGO
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL - MILAGRO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES BALZAR
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - BUCAY
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES DAULE
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD C - NARANJAL
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - EL EMPALME
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL BASICO ANCON
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES - LA LIBERTAD
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL - BABAHOYO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - VENTANAS
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - VINCES
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL BASICO GUARANDA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - SAN MIGUEL DE BOLIVAR
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - SAN CRISTOBAL
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - SANTA CRUZ
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO (HOSPITAL DEL DIA) EFREN JURADO LOPEZ
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL BASICO - DURAN
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES CENTRAL GUAYAS
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA NORTE - TARQUI
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES -LETAMENDI
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SUR VALDIVIA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - QUEVEDO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA AZOGUES
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA LA TRONCAL
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - CANAR
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE ESPECIALIDADES CENTRAL CUENCA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO (HOSPITAL DEL DIA) - MACAS
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - SUCUA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A GUALAQUIZA
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL MANUEL YGNACIO MONTEROS
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA DE LOJA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - CARIAMANGA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B MACARA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - CATAMAYO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - PALTAS
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - CELICA
ENTIDADES DE SEGURIDAD SOCIAL,HOSPITAL GENERAL - MACHALA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - SANTA ROSA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD C - MATERNO INFANTIL Y EMERGENCIAS - ZARUMA 
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - PASAJE
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - PORTOVELO
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B -PINAS
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD B - HUAQUILLAS
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA ZAMORA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD A - ZUMBA
ENTIDADES DE SEGURIDAD SOCIAL,CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,MANCOMUNIDAD DEL NORTE DEL ECUADOR
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,CONSORCIO DE GOBIERNOS AUTONOMOS PROVINCIALES DEL ECUADOR-CONGOPE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,CONSORCIO DE CONSEJOS PROVINCIALES DEL NORTE - CONNOR
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,CONSEJO PROVINCIAL DEL AZUAY
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA BOLIVAR
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,INSTITUTO PROVINCIAL DE ASISTENCIA SOCIAL DE BOLIVAR - IPASB
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DEL CANAR
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,CENTRO DE GESTION Y DESARROLLO SOCIAL DEL GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DEL CAÑAR
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DEL CARCHI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,AGENCIA DE DESARROLLO ECONOMICO TERRITORIAL DEL CARCHI - ADECARCHI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE COTOPAXI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,PATRONATO DE PROTECCION A GRUPOS DE ATENCION PRIORITARIA DE COTOPAXI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE CHIMBORAZO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,PATRONATO PROVINCIAL DEL GADPCH
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO PROVINCIAL AUTONOMO DE EL ORO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,UNIDAD DE ASISTENCIA MEDICA DESARROLLO SOCIAL Y CULTURAL ADSCRITA AL GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO PROVINCIAL DEL GUAYAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,CONSEJO PROVINCIAL DE IMBABURA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,PATRONATO DE ACCION SOCIAL DEL GOBIERNO PROVINCIAL DE IMBABURA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO PROVINCIAL DE LOJA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE LOS RIOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO PROVINCIAL DE MANABI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,CONSEJO PROVINCIAL DE MORONA SANTIAGO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,CEFAS - PATRONATO DEL GAPMS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE NAPO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,SUMAK KAWSAY WASI INSTITUTO PROVINCIAL DE ATENCION SOCIAL PRIORITARIA DEL GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE NAPO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE PASTAZA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,PATRONATO PROVINCIAL DE SERVICIO SOCIAL DE PASTAZA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE PICHINCHA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,PICHINCHA HUMANA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO PROVINCIAL DE TUNGURAHUA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,PATRONATO PROVINCIAL DE TUNGURAHUA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,CENTRO DE FOMENTO PRODUCTIVO METALMECANICO CARROCERO DE LA PROVINCIA DE TUNGURAHUA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE SUCUMBIOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,SUCUMBIOS SOLIDARIO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,UNIDAD ADSCRITA DE DESARROLLO PRODUCTIVO AGROPECUARIO DE INDUSTRIALIZACION COMERCIALIZACION Y EMPRESARIAL CORPOSUCUMBIOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE SANTO DOMINGO DE LOS TSACHILAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE SANTA ELENA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,MANCOMUNIDAD DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES DE LA AMAZONIA ECUATORIANA - CONGA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,CONSORCIO PARA LA GESTION AMBIENTAL DEL AREA ECOLOGICA DE DESARROLLO SOSTENIBLE PROVINCIAL DE PASTAZA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,CONSORCIO PUBLICO PARA EL MANEJO Y ADMINISTRACION DEL BOSQUE PETRIFICADO PUYANGO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES,CONSORCIO ANDINO PARA LA SIEMBRA Y COSECHA DEL AGUA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD RIO DUE-AGUA PARA EL BUEN VIVIR
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES DE LA PROVINCIA DE MORONA SANTIAGO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD DEL PUEBLO CANARI ENTRE LAS MUNICIPALIDADES DE LOS CANTONES CANAR  EL TAMBO Y SUSCAL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD CENTRO NORTE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,ASOCIACION  DE  MUNICIPALIDADES DEL ECUADOR - AME
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONSORCIO DE MUNICIPIOS AMAZONICOS Y GALAPAGOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUENCA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONCEJO CANTONAL DE PROTECCION DE DERECHOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,BENEMERITO CUERPO DE BOMBEROS VOLUNTARIOS DE CUENCA.
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,ACCION SOCIAL MUNICIPAL DEL CANTON CUENCA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,REGISTRO DE LA PROPIEDAD DEL CANTON CUENCA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GUARDIA DE SEGURIDAD CIUDADANA DE CUENCA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONCEJO DE SEGURIDAD CIUDADANA DEL CANTON CUENCA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE GIRON
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,REGISTRO MUNICIPAL DE LA PROPIEDAD DEL CANTON GIRON
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONCEJO CANTONAL DE PROTECCION DE DERECHOS DEL CANTON GIRON
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CUERPO DE BOMBEROS DE GIRON
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUALACEO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONCEJO CANTONAL DE PROTECCION DE DERECHOS DE GUALACEO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONSEJO CANTONAL DE SEGURIDAD CIUDADANA DE GUALACEO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,REGISTRO DE LA PROPIEDAD DEL CANTON GUALACEO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CUERPO DE BOMBEROS DE GUALACEO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL NABON
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONSEJO CANTONAL DE PROTECCION DE DERECHOS DE NABON
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CUERPO DE BOMBEROS DEL CANTON NABON
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PAUTE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONSEJO CANTONAL DE PROTECCION INTEGRAL DE DERECHOS DEL CANTON PAUTE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,REGISTRO DE LA PROPIEDAD DEL CANTON PAUTE 
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CUERPO DE BOMBEROS DE PAUTE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PUCARA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CUERPO DE BOMBEROS DEL CANTON PUCARA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN FERNANDO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CUERPO DE BOMBEROS DE SAN FERNANDO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTA ISABEL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONCEJO CANTONAL DE LA NINEZ Y ADOLESCENCIA DE SANTA ISABEL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,REGISTRO DE LA PROPIEDAD DEL CANTON SANTA ISABEL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SIGSIG
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CUERPO DE BOMBEROS VOLUNTARIOS DEL SIGSIG
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ONA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONCEJO CANTONAL DE PROTECCION DE DERECHOS DE ONA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CUERPO DE BOMBEROS VOLUNTARIOS DEL CANTON ONA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CHORDELEG
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CUERPO DE BOMBEROS DE CHORDELEG
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON EL PAN
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONSEJO CANTONAL DE PROTECCION DE DERECHOS DEL CANTON EL PAN
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CUERPO DE BOMBEROS DEL CANTON EL PAN
