ocid,id,quantity,description,relatedLot,unit_id,unit_name,unit_scheme,unit_value_amount,unit_value_currency,classification_id,classification_scheme,classification_description,aditional_id,aditional_uri,aditional_scheme,aditional_description
ocds-5wno2w-CDC-001-GADPCH-2019-409148,2912389-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",,436,Unidad,SERCOP,4000.0,USD,839900011,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",83990.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.00.1,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)"
ocds-5wno2w-CDC-001-GADPCHANTACO-122450,2971701-DS-SO,1,INVESTIGACION EN GENERO Y DESARROLLO,,436,Unidad,SERCOP,13000.0,USD,831390261,CPC,INVESTIGACION EN GENERO Y DESARROLLO,83139.02.6,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83139.02.6,CPC,INVESTIGACION EN GENERO Y DESARROLLO
ocds-5wno2w-CDC-001-GADPDCT-2019-97167,2770066-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,,436,Unidad,SERCOP,8000.0,USD,839900111,CPC,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,83990.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.01.1,CPC,FISCALIZACION DE OBRAS DE INGENIERIA 
ocds-5wno2w-CDC-001-GADPG-2019-112312,2915132-DS-SO,1,CERTIFICACION DE SSITEMAS DE GESTION,,436,Unidad,SERCOP,15000.0,USD,831190021,CPC,CERTIFICACION DE SSITEMAS DE GESTION,83119.00.2,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83119.00.2,CPC,"CERTIFICACION DE SISTEMAS INTEGRADOS DE GESTION (CALIDAD, SEGURIDAD, SALUD OCUPACIONAL Y AMBIENTE)"
ocds-5wno2w-CDC001GADPH-117483,2777642-DS-SO,1,SERVICIOS DE PLANIFICACION Y DISENO PAISAJISTICO DE PARQUES,,436,Unidad,SERCOP,8889.0,USD,832220012,CPC,SERVICIOS DE PLANIFICACION Y DISENO PAISAJISTICO DE PARQUES,83222.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83222.00.1,CPC,"SERVICIOS DE PLANIFICACION Y DISENO PAISAJISTICO DE PARQUES, ZONAS COMERCIALES Y RESIDENCIALES, ETC.COMO LA ELABORACION DE PLANOS DE LAS OBRAS Y  ESPECIFICACIONES DEL TERRENO"
ocds-5wno2w-CDC-001-GADPP-2019-112315,2980794-DS-SO,1,"SERVICIOS DE ASISTENCIA DE ASESORAMIENTO ORIENTACION Y OPERACIONALES RELATIVOS A METODOS PARA MEJORAR LA PRODUCTIVIDAD  REDUCIR LOS GASTOS DE PRODUCCION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE PRODUCCION  INCLUYE LA, PLANIFICACION Y DISENO Y OTRAS CUE",,436,Unidad,SERCOP,15000.0,USD,831150811,CPC,"SERVICIOS DE ASISTENCIA DE ASESORAMIENTO ORIENTACION Y OPERACIONALES RELATIVOS A METODOS PARA MEJORAR LA PRODUCTIVIDAD  REDUCIR LOS GASTOS DE PRODUCCION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE PRODUCCION  INCLUYE LA, PLANIFICACION Y DISENO Y OTRAS CUE",83115.08.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83115.08.1,CPC,"SERVICIOS DE ASISTENCIA DE ASESORAMIENTO ORIENTACION Y OPERACIONALES RELATIVOS A METODOS PARA MEJORAR LA PRODUCTIVIDAD  REDUCIR LOS GASTOS DE PRODUCCION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE PRODUCCION  INCLUYE LA, PLANIFICACION Y DISENO Y OTRAS CUE"
ocds-5wno2w-CDC-001-GADPRG-2019-110713,2936444-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,,436,Unidad,SERCOP,787.16,USD,839900111,CPC,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,83990.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.01.1,CPC,FISCALIZACION DE OBRAS DE INGENIERIA 
ocds-5wno2w-CDC-001-GADPRI-2019-99937,2935966-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,,436,Unidad,SERCOP,22343.0,USD,831110011,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,83111.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.00.1,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA 
ocds-5wno2w-CDC-001-GADPRP-2019-113293,2906266-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,,436,Unidad,SERCOP,15467.71,USD,831110211,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,83111.02.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.02.1,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR
ocds-5wno2w-CDC-001-GADPRPR-2019-139668,2945541-DS-SO,1,CONSULTORIA EN SISTEMAS DE INDICADORES DE GESTION,,436,Unidad,SERCOP,21000.0,USD,831110912,CPC,CONSULTORIA EN SISTEMAS DE INDICADORES DE GESTION,83111.09.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.09.1,CPC,CONSULTORIA EN GESTION POR PROCESOS
ocds-5wno2w-cdc-001-gppa-2019-116367,2768123-DS-SO,1,"OTROS SERVICIOS CONTABLES COMO CERTIFICADOS, VALORACIONES, SERVICIOS DE PREPARACION DE ESTADOS PROFORMA, ETC.",,436,Unidad,SERCOP,2678.57,USD,822190011,CPC,"OTROS SERVICIOS CONTABLES COMO CERTIFICADOS, VALORACIONES, SERVICIOS DE PREPARACION DE ESTADOS PROFORMA, ETC.",82219.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=82219.00.1,CPC,"OTROS SERVICIOS CONTABLES COMO CERTIFICADOS, VALORACIONES, SERVICIOS DE PREPARACION DE ESTADOS PROFORMA, ETC."
ocds-5wno2w-CDC-001-PAM-CON-2019-273812,2833734-DS-SO,1,CONSULTORIA EN SISTEMAS DE INDICADORES DE GESTION,,436,Unidad,SERCOP,28000.0,USD,831110912,CPC,CONSULTORIA EN SISTEMAS DE INDICADORES DE GESTION,83111.09.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.09.1,CPC,CONSULTORIA EN GESTION POR PROCESOS
ocds-5wno2w-CD-C-001-UTLVT-2019-75445,2783675-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",,436,Unidad,SERCOP,59000.0,USD,839900011,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",83990.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.00.1,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)"
ocds-5wno2w-CDC-002-2019-GADPRT-141875,2925612-DS-SO,1,SERVICIOS DE GESTION DE PROYECTOS RELACIONADOS CON LA CONSTRUCCION DE OBRAS DE INGENIERIA CIVIL DE INSTALACIONES DE ESPARCIMIENTO AL AIRE LIBRE,,436,Unidad,SERCOP,24245.0,USD,833220513,CPC,SERVICIOS DE GESTION DE PROYECTOS RELACIONADOS CON LA CONSTRUCCION DE OBRAS DE INGENIERIA CIVIL DE INSTALACIONES DE ESPARCIMIENTO AL AIRE LIBRE,83322.05.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83322.05.1,CPC,SERVICIOS DE GESTION DE PROYECTOS RELACIONADOS CON LA CONSTRUCCION DE OBRAS DE INGENIERIA CIVIL DE INSTALACIONES DEPORTIVAS Y DE ESPARCIMIENTO AL AIRE LIBRE
ocds-5wno2w-CDC-002-DIAF-2019-49316,2857383-DS-SO,1,SERVICIOS DE CONSULTORIA LOGISTICA,,436,Unidad,SERCOP,9699.0,USD,831190011,CPC,SERVICIOS DE CONSULTORIA LOGISTICA,83119.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83119.00.1,CPC,SERVICIOS DE CONSULTORIA LOGISTICA
ocds-5wno2w-CDC-002-GADMCH-2019-77741,2955747-DS-SO,1," SERVICIOS DE ASISTENCIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LA GESTION DE LOS RECURSOS HUMANOS DE UNA ORGANIZACION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE RECURSOS HUMANOS PUEDEN INCLUIR LA ACTIVIDAD DE  AUDITORIA DE LA FUNCION ",,436,Unidad,SERCOP,65000.0,USD,831130011,CPC," SERVICIOS DE ASISTENCIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LA GESTION DE LOS RECURSOS HUMANOS DE UNA ORGANIZACION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE RECURSOS HUMANOS PUEDEN INCLUIR LA ACTIVIDAD DE  AUDITORIA DE LA FUNCION ",83113.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83113.00.1,CPC," SERVICIOS DE ASISTENCIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LA GESTION DE LOS RECURSOS HUMANOS DE UNA ORGANIZACION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE RECURSOS HUMANOS PUEDEN INCLUIR LA ACTIVIDAD DE  AUDITORIA DE LA FUNCION "
ocds-5wno2w-CDC-002-GADMCP-2019-2786,2908166-DS-SO,1,"IMPLEMENTACION DE SISTEMAS DE GESTION INTEGRADO EN CALIDAD, AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL",,436,Unidad,SERCOP,8000.0,USD,831110913,CPC,"IMPLEMENTACION DE SISTEMAS DE GESTION INTEGRADO EN CALIDAD, AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL",83111.09.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.09.1,CPC,CONSULTORIA EN GESTION POR PROCESOS
ocds-5wno2w-CDC-002-GADPC-2019-126395,2947281-DS-SO,1,"SERVICIOS DE ASISTENCIA DE ASESORAMIENTO ORIENTACION Y OPERACIONALES RELATIVOS A METODOS PARA MEJORAR LA PRODUCTIVIDAD  REDUCIR LOS GASTOS DE PRODUCCION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE PRODUCCION  INCLUYE LA, PLANIFICACION Y DISENO Y OTRAS CUE",,436,Unidad,SERCOP,20000.0,USD,831150811,CPC,"SERVICIOS DE ASISTENCIA DE ASESORAMIENTO ORIENTACION Y OPERACIONALES RELATIVOS A METODOS PARA MEJORAR LA PRODUCTIVIDAD  REDUCIR LOS GASTOS DE PRODUCCION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE PRODUCCION  INCLUYE LA, PLANIFICACION Y DISENO Y OTRAS CUE",83115.08.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83115.08.1,CPC,"SERVICIOS DE ASISTENCIA DE ASESORAMIENTO ORIENTACION Y OPERACIONALES RELATIVOS A METODOS PARA MEJORAR LA PRODUCTIVIDAD  REDUCIR LOS GASTOS DE PRODUCCION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE PRODUCCION  INCLUYE LA, PLANIFICACION Y DISENO Y OTRAS CUE"
ocds-5wno2w-CDC-002-GADPCH-2019-409148,2929789-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,,436,Unidad,SERCOP,2658.06,USD,839900111,CPC,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,83990.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.01.1,CPC,FISCALIZACION DE OBRAS DE INGENIERIA 
ocds-5wno2w-CDC-002-GADPIDB-2019-111863,2915418-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",,436,Unidad,SERCOP,3000.0,USD,839900011,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",83990.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.00.1,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)"
ocds-5wno2w-CDC-002-GADPR-GP2019-120168,2979762-DS-SO,1,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,,436,Unidad,SERCOP,29951.58,USD,831110121,CPC,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,83111.01.2,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.01.2,CPC,SERVICIOS DE CONSULTORIA EN ADMINISTRACION PUBLICA
ocds-5wno2w-CDC-002-GADPRLN-2019-92071,2967414-DS-SO,1,OTROS SERVICIOS DE INGENIERIA PARA CALLES,,436,Unidad,SERCOP,11500.0,USD,833920013,CPC,OTROS SERVICIOS DE INGENIERIA PARA CALLES,83392.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83392.00.1,CPC,"OTROS SERVICIOS DE INGENIERIA PARA CARRETERAS, CALLES, CAMINOS, VIAS FERREAS Y PISTAS DE ATERRIZAJE"
ocds-5wno2w-CDC-002.GADSJB-2019-126213,2811495-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,,436,Unidad,SERCOP,9990.0,USD,839900111,CPC,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,83990.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.01.1,CPC,FISCALIZACION DE OBRAS DE INGENIERIA 
ocds-5wno2w-CDC-002-GPLU-2019-110779,2775786-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",,436,Unidad,SERCOP,1500.0,USD,839900011,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",83990.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.00.1,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)"
ocds-5wno2w-CDC-002-MANC-2019-361728,2782449-DS-SO,1,"SERVICIOS DE PLANIFICACION, CREACION Y EJECUCION DE LA TOTALIDAD O DE PARTE DE LAS CAMPANAS DE PUBLICIDAD, INCLUIDA LA SELECCION DE LOS MEDIOS DE INFORMACION QUE SE VAN A UTILIZAR, EL DISENO DE ANUNCIOS, ILUSTRACIONES, CARTELES, ETC., CONFECCION DE GUIONE",,436,Unidad,SERCOP,11965.41,USD,836100011,CPC,"SERVICIOS DE PLANIFICACION, CREACION Y EJECUCION DE LA TOTALIDAD O DE PARTE DE LAS CAMPANAS DE PUBLICIDAD, INCLUIDA LA SELECCION DE LOS MEDIOS DE INFORMACION QUE SE VAN A UTILIZAR, EL DISENO DE ANUNCIOS, ILUSTRACIONES, CARTELES, ETC., CONFECCION DE GUIONE",83610.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83610.00.1,CPC,"SERVICIOS DE PLANIFICACION, CREACION Y EJECUCION DE LA TOTALIDAD O DE PARTE DE LAS CAMPANAS DE PUBLICIDAD, INCLUIDA LA SELECCION DE LOS MEDIOS DE INFORMACION QUE SE VAN A UTILIZAR, EL DISENO DE ANUNCIOS, ILUSTRACIONES, CARTELES, ETC., CONFECCION DE GUIONE"
ocds-5wno2w-CDC-002-PAM-CON-2019-273812,2860044-DS-SO,1,SERVICIOS DE INVESTIGACION RELACIONADOS CON EL MEDIO AMBIENTE,,436,Unidad,SERCOP,9999.36,USD,811900011,CPC,SERVICIOS DE INVESTIGACION RELACIONADOS CON EL MEDIO AMBIENTE,81190.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=81190.00.1,CPC,SERVICIOS DE INVESTIGACION RELACIONADOS CON EL MEDIO AMBIENTE
ocds-5wno2w-CD-C-002-UTLVT-2019-75445,2783918-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",,436,Unidad,SERCOP,49000.0,USD,839900011,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",83990.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.00.1,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)"
ocds-5wno2w-CDC-003-GADIPCS-2019-54077,2902550-DS-SO,1,INVESTIGACION EN GENERO Y DESARROLLO,,436,Unidad,SERCOP,62491.15,USD,831390261,CPC,INVESTIGACION EN GENERO Y DESARROLLO,83139.02.6,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83139.02.6,CPC,INVESTIGACION EN GENERO Y DESARROLLO
ocds-5wno2w-CDC-003-GADJB-2019-110669,2929547-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,,436,Unidad,SERCOP,22300.0,USD,831110211,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,83111.02.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.02.1,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR
ocds-5wno2w-CDC-AGP-002-2019-462963,2883469-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,,436,Unidad,SERCOP,15610.25,USD,839900114,CPC,FISCALIZACION DE OBRAS Y SERVICIOS,83990.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.01.1,CPC,FISCALIZACION DE OBRAS DE INGENIERIA 
ocds-5wno2w-CDC-AGUASEP-2019-001-340866,2849406-DS-SO,1,SERVICIOS DE ENSAYO Y ANALISIS DE PROPIEDADES FISICAS Y QUIMICAS DE SUELO,,436,Unidad,SERCOP,3571.6,USD,835620021,CPC,SERVICIOS DE ENSAYO Y ANALISIS DE PROPIEDADES FISICAS Y QUIMICAS DE SUELO,83562.00.2,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83562.00.2,CPC,SERVICIOS DE ENSAYO Y ANALISIS DE PROPIEDADES FISICAS DE SUELO
ocds-5wno2w-CDC-AGUASEP-2019-002-340866,2923892-DS-SO,1,SERVICIOS DE CONSULTORIA PARA ELABORACION DE NORMATIVA JURIDICA PUBLICA,,436,Unidad,SERCOP,25000.0,USD,831110122,CPC,SERVICIOS DE CONSULTORIA PARA ELABORACION DE NORMATIVA JURIDICA PUBLICA,83111.01.2,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.01.2,CPC,SERVICIOS DE CONSULTORIA EN ADMINISTRACION PUBLICA
ocds-5wno2w-CDC-AGUASEP-2019-003-340866,2944505-DS-SO,1,AUDITORIA AMBIENTAL,,436,Unidad,SERCOP,13300.0,USD,831310013,CPC,AUDITORIA AMBIENTAL,83131.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83131.00.1,CPC,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE Y DE BIENES CULTURALES
ocds-5wno2w-CDC-AME-001-2019-85613,2877562-DS-SO,1,CALCULO ESTRUCTURAL PARA PROYECTOS DE INGENIERIA CIVIL,,436,Unidad,SERCOP,40185.9,USD,833490031,CPC,CALCULO ESTRUCTURAL PARA PROYECTOS DE INGENIERIA CIVIL,83349.00.3,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83349.00.3,CPC,SERVICIOS DE DISENO DE INGENIERIA PARA PROYECTOS VARIOS
