,procuringEntity_name,NF003,NF010,NF011,NF016,NF018,NF019,NF026,NF027,NF031,NF042,NF044,NF047,NF059,NF061,NF062,NF063
206,Coordinacion zonal 9 INSPI - LIP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
207,"Coordinación Zonal 1del Registro Civil, Identificación y Cedulación",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
208,Coordinación de Educación Zonal 6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
209,Corporacion Registro Civil de Guayaquil,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
210,Corporación Aeroportuaria de Cuenca,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
211,Corporación para la Promoción y Atracción de Inversiones Quito-Invest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Cuartel del Grupo de Transito Norte,3,1,0,0,0,1,2,1,0,2,0,2,0,0,2,0
213,Cuerpo de Bomberos de Baños de Agua Santa,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0
214,Cuerpo de Bomberos de Guamote,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
215,Cuerpo de Bomberos de Ibarra,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
216,Cuerpo de Bomberos de Manta,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
217,Cuerpo de Bomberos de Pastaza,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0
218,Cuerpo de Bomberos de Paute,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
219,Cuerpo de Bomberos de Quevedo,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
220,DEFENSORIA DEL PUEBLO,1,1,0,0,0,1,1,0,0,1,0,4,0,0,2,0
221,DEFENSORIA PUBLICA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,DIAF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,DIGMAT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,DIRECCION DE DESARROLLO SOCIAL DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TENA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
225,DIRECCION DE INVESTIGACION Y DESARROLLO - DIDE,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
226,DIRECCION DISTRITAL 01D01 PARROQUIAS URBANAS: MACHANGARA A BELLAVISTA Y PARROQUIAS RURALES: NULTI A SAYAUSI - SALUD,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0
227,DIRECCION DISTRITAL 01D01C01- CUENCA - CAÑARIBAMBA - AZUAY - MTOP,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
228,DIRECCION DISTRITAL 01D02 - PARROQUIAS URBANAS SAN SEBASTIAN A MONAY Y PARROQUIAS RURALES BAÑOS A SANTA ANA,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
229,DIRECCION DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIAN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0
230,DIRECCION DISTRITAL 01D03-GIRON A SANTA ISABEL-EDUCACION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
231,DIRECCION DISTRITAL 01D04 - CHORDELEG - GUALACEO - SALUD,0,0,0,0,0,0,0,0,0,30,0,21,0,0,0,0
232,DIRECCION DISTRITAL 01D04- CHORDELEG GUALACEO-EDUCACION,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0
233,DIRECCION DISTRITAL 01D05 - NABON - OÑA - SALUD,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0
234,DIRECCION DISTRITAL 01D07-CAMILO PONCE ENRIQUEZ-SALUD,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0
235,DIRECCION DISTRITAL 02D01- GUARANDA-SALUD,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
236,DIRECCION DISTRITAL 02D01-GUARANDA-BOLIVAR-MTOP,2,0,1,0,0,1,0,0,0,1,0,7,0,0,2,0
237,DIRECCION DISTRITAL 02D02 CHILLANES EDUCACION,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
238,DIRECCION DISTRITAL 02D03 -CHIMBO - SAN MIGUEL -SALUD,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
239,DIRECCION DISTRITAL 03D01 -AZOGUES-BIBLIAN-DELEG-SALUD,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
240,DIRECCION DISTRITAL 03D02 CAÑAR-EL TAMBO- SUSCAL-SALUD,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0
241,DIRECCION DISTRITAL 03D03 - LA TRONCAL - EDUCACION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
242,DIRECCION DISTRITAL 03D03- LA TRONCAL- SALUD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
243,DIRECCION DISTRITAL 04D01-SAN PEDRO DE HUACA-TULCAN-MAG,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
244,DIRECCION DISTRITAL 04D01-SAN PEDRO DE HUACA-TULCAN-MIES,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
245,DIRECCION DISTRITAL 04D02 MONTUFAR-BOLIVAR-SALUD,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
246,DIRECCION DISTRITAL 04D03 - ESPEJO - MIRA - SALUD,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
247,DIRECCION DISTRITAL 05D01 LATACUNGA MIES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
248,DIRECCION DISTRITAL 05D01 LATACUNGA-COTOPAXI-MTOP,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
249,DIRECCION DISTRITAL 05D03-PANGUA-SALUD,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0
250,DIRECCION DISTRITAL 05D04 -PUJILI-SAQUISILI-SALUD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
251,DIRECCION DISTRITAL 05D06-SALCEDO-SALUD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
252,DIRECCION DISTRITAL 06D01-CHAMBO-RIOBAMBA-SALUD,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
253,DIRECCION DISTRITAL 06D04 COLTA GUAMOTE SALUD,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0
254,DIRECCION DISTRITAL 06D05 GUANO PENIPE SALUD,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
255,DIRECCION DISTRITAL 07D02-MACHALA-MIES,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
256,DIRECCION DISTRITAL 07D02-MACHALA-SALUD,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0
257,DIRECCION DISTRITAL 07D03-ATAHUALPA-PORTOVELO-ZARUMA-SALUD,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0
258,DIRECCION DISTRITAL 07D04-BALSAS-MARCABELI-PIÑAS-MIES,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
259,DIRECCION DISTRITAL 07D05-ARENILLAS-HUAQUILLAS-LAS LAJAS-SALUD,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0
260,DIRECCION DISTRITAL 07D06-SANTA ROSA-SALUD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,DIRECCION DISTRITAL 08D01 - ESMERALDAS - MIES,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
262,DIRECCION DISTRITAL 08D01-ESMERALDAS-ESMERALDAS-MTOP,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0
263,DIRECCION DISTRITAL 08D02-ELOY ALFARO-EDUCACION,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
264,DIRECCION DISTRITAL 08D03 -MUISNE - ATACAMES -SALUD,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0
265,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
266,DIRECCION DISTRITAL 08D05 SAN LORENZO - MIES,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
267,DIRECCION DISTRITAL 08D06 - RIO VERDE - SALUD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
268,DIRECCION DISTRITAL 09D03 - GARCIA MORENO A ROCA - SALUD,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0
269,DIRECCION DISTRITAL 09D03 - PARROQUIAS URBANAS (GARCIA MORENO A ROCA) - EDUCACION,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0
270,"DIRECCION DISTRITAL 09D05-TARQUI-1, TENGEL-SALUD",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,DIRECCION DISTRITAL 09D06 TARQUI 2 - EDUCACION,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0
272,DIRECCION DISTRITAL 09D07-PASCUALES-1-SALUD,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
273,DIRECCION DISTRITAL 09D08 PASCUALES 2 SALUD,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
274,DIRECCION DISTRITAL 09D11-ALFREDO BAQUERIZO MORENO-SIMON BOLIVAR -SALUD,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0
275,DIRECCION DISTRITAL 09D15-EL EMPALME-SALUD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
276,DIRECCION DISTRITAL 09D17 - MILAGRO - MIES,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
277,DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0
278,DIRECCION DISTRITAL 09D20 SALITRE MIES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
279,DIRECCION DISTRITAL 09D21 SAN JACINTO DE YAGUACHI - EDUCACION,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
280,DIRECCION DISTRITAL 09D24 - DURAN - SALUD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
281,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
282,DIRECCION DISTRITAL 10D02 ANTONIO ANTE-OTAVALO-SALUD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
283,DIRECCION DISTRITAL 11D01 LOJA-SALUD,0,0,0,0,0,0,0,0,0,23,0,16,0,0,0,0
284,DIRECCION DISTRITAL 11D03 - PALTAS - CATAMAYO - CHAGUARPAMBA - OLMEDO - SALUD,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0
285,DIRECCION DISTRITAL 11D06 CALVAS GONZANAMA QUILANGA MIES,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0
286,DIRECCION DISTRITAL 11D06- CALVAS-GONZANAMA-QUILANGA-SALUD,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
287,DIRECCION DISTRITAL 11D09-ZAPOTILLO-SALUD,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
288,DIRECCION DISTRITAL 11DO2 CATAMAYOCHAGUARPAMBA OLMEDO EDUCACION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
289,DIRECCION DISTRITAL 12D01 - BABA - BABAHOYO - MONTALVO - SALUD,0,0,0,0,0,0,0,0,0,8,0,20,0,0,0,0
290,DIRECCION DISTRITAL 12D01-BABA-BABAHOYO-MONTALVO- LOS RIOS-MTOP,1,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0
291,DIRECCION DISTRITAL 12D02 - PUEBLOVIEJO - URDANETA - SALUD,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
292,DIRECCION DISTRITAL 12D03 - MOCACHE - QUEVEDO - MIES,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
293,DIRECCION DISTRITAL 12D03 QUEVEDO - MOCACHE SALUD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
294,DIRECCION DISTRITAL 12D05-PALENQUE-VINCES-SALUD,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0
295,DIRECCION DISTRITAL 13D01 - PORTOVIEJO - MANABI -MTOP,0,1,1,0,0,1,0,1,0,1,0,9,0,0,1,0
296,DIRECCION DISTRITAL 13D02 - JARAMIJO - MANTA - MONTECRISTI - MIES,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
297,DIRECCION DISTRITAL 13D02 JARAMIJO-MANTA-MONTECRISTI-EDUCACION,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
298,DIRECCION DISTRITAL 13D03 -JIPIJAPA-PUERTO LOPEZ-SALUD,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
299,DIRECCION DISTRITAL 13D10 JAMA-PEDERNALES-MIES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300,DIRECCION DISTRITAL 13D10-JAMA-PEDERNALES-EDUCACION,0,0,0,0,1,1,0,1,0,1,0,3,0,0,0,0
301,DIRECCION DISTRITAL 13D11 - SAN VICENTE - SUCRE - SALUD,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
302,DIRECCION DISTRITAL 14D01-MORONA-MIES,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
303,DIRECCION DISTRITAL 14D01-MORONA-SALUD,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0
304,DIRECCION DISTRITAL 14D01C05 - MACAS - MORONA SANTIAGO - MTOP,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
305,DIRECCION DISTRITAL 14D02-HUAMBOYA-PABLO SEXTO-PALORA-SALUD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
306,DIRECCION DISTRITAL 14D03 - LOGROÑO - SUCUA - SALUD,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0
307,DIRECCION DISTRITAL 14D03- LOGROÑO- SUCUA - EDUCACION,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0
308,DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO EDUCACION,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
309,DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - SALUD,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0
310,DIRECCION DISTRITAL 15D02 - EL CHACO - QUIJOS - SALUD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
311,DIRECCION DISTRITAL 15D02 -ELCHACO-QUIJOS-EDUCACION,2,2,0,0,0,0,0,0,0,4,0,29,0,0,0,0
312,DIRECCION DISTRITAL 16D01 - PASTAZA - MERA - SANTA CLARA - SALUD,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0
313,DIRECCION DISTRITAL 16D01C01-PUYO-PASTAZA-MTOP,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
314,DIRECCION DISTRITAL 17D02 PARROQUIAS RURALES CALDERON A GUAYLLABAMBA MIES,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
315,DIRECCION DISTRITAL 17D02-CALDERON-LLANO CHICO-GUAYLLABAMBA-PICHINCHA-MTOP,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0
316,DIRECCION DISTRITAL 17D02-PARROQUIAS RURALES:(CALDERON-LLANO CHICO-GUAYLLABAMBA)-EDUCACION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
317,DIRECCION DISTRITAL 17D03,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
318,DIRECCION DISTRITAL 17D04 PARROQUIAS URBANAS PUENGASI A ITCHIMBIA EDUCACION,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
319,DIRECCION DISTRITAL 17D05 LA CONCEPCION A ZAMBIZA SALUD,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
320,DIRECCION DISTRITAL 17D05 PARROQUIAS URBANAS (LA CONCEPCION A JIPIJAPA) Y PARROQUIAS RURALES (NAYON ZAMBIZA) MIES,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
321,DIRECCION DISTRITAL 17D06 CHILIBULO A LLOA SALUD,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
322,DIRECCION DISTRITAL 17D06 PARROQUIAS URBANAS: (CHILIBULO A LA FERROVIARIA) Y PARROQUIAS RURALES: (LLOA) EDUCACION,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
323,DIRECCION DISTRITAL 17D07 PARROQUIAS URBANAS CHILLOGALLO A LA ECUATORIANA EDUCACION,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
324,DIRECCION DISTRITAL 17D09-PARROQUIAS RURALES (TUMBACO A TABABELA,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
325,DIRECCION DISTRITAL 17D11-MEJIA-RUMIÑAHUI-SALUD,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0
326,DIRECCION DISTRITAL 17D12 - PEDRO VICENTE MALDONADO - PUERTO QUITO - SAN MIGUEL DE LOS BANCOS  - SALUD,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0
327,DIRECCION DISTRITAL 18D01 PARROQUIAS URBANAS LA PENINSULA A SAN FRANCISCO Y PARROQUIAS RURALES AUGUSTO N. MARTINEZ A ATAHUALPA MIES,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
328,DIRECCION DISTRITAL 18D02 - PARROQUIAS URBANAS: (CELIANO MONGE A PISHILATA) Y PARROQUIAS RURALES: (HUACHI GRANDE A TOTORAS) - SALUD,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0
329,DIRECCION DISTRITAL 18D03 - BAÑOS DE AGUA SANTA - SALUD,0,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0
330,DIRECCION DISTRITAL 18D03-BAÑOS DE AGUA SANTA-EDUCACION,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
331,DIRECCION DISTRITAL 18D04-PATATE-SANPEDRO DE PELILEO-SALUD,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0
332,DIRECCION DISTRITAL 18D05 SANTIAGO DE PILLARO EDUCACION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
333,DIRECCION DISTRITAL 18D06-CEVALLOS A TISALEO-SALUD,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
334,DIRECCION DISTRITAL 19D01 ZAMORA-YACUAMBI-SALUD,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
335,DIRECCION DISTRITAL 19D01-YACUAMBI-ZAMORA-MIES,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0
336,DIRECCION DISTRITAL 19D01-YACUAMBI-ZAMORA-ZAMORA CHINCHIPE-MTOP,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,0
337,DIRECCION DISTRITAL 19D02 CENTINELA DEL CONDOR NANGARITZA PAQUISHA EDUCACION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
338,DIRECCION DISTRITAL 19D02 CENTINELA DEL CONDOR-NANGARITZA-PAQUISHA-SALUD,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,0
339,DIRECCION DISTRITAL 19D03-CHINCHIPE-PALANDA-EDUCACION,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
340,DIRECCION DISTRITAL 19D04-EL PANGUI-YANTZAZA-SALUD,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
341,DIRECCION DISTRITAL 20D01- SAN CRISTOBAL- SANTA CRUZ- ISABELA- MAG,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
342,DIRECCION DISTRITAL 21D02 - LAGO AGRIO - MIES,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
343,DIRECCION DISTRITAL 21D02C01-NUEVA LOJA-SUCUMBIOS-MTOP,0,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0
344,DIRECCION DISTRITAL 21D04 SHUSHUFINDI EDUCACION,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
345,DIRECCION DISTRITAL 21D04-SHUSHUFINDI-SALUD TIPO I,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
346,DIRECCION DISTRITAL 22D01- LA JOYA DE LOS SACHAS-SALUD,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0
347,DIRECCION DISTRITAL 22D02 LORETO-ORELLANA-EDUCACION,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
348,DIRECCION DISTRITAL 22D02 ORELLANA - LORETO SALUD,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
349,DIRECCION DISTRITAL 22D02-LORETO-ORELLANA MIES,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
350,DIRECCION DISTRITAL 23D01 - PARROQUIAS URBANAS RIO VERDE A CHIGUILPE Y PARROQUIAS RURALES ALLURIQUIN A PERIFERIA- MAG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
351,DIRECCION DISTRITAL 23D01-PARROQUIAS URBANAS RIO VERDE A CHIGUILPE Y PARROQUIAS RURALES ALLURIQUIN A PERIFERIA - MIES,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
352,DIRECCION DISTRITAL 23D02-PARROQUIAS URBANAS: (ABRAHAM CALAZACON-BOMBOLI) Y PARROQUIAS RURALES: (SAN JACINTO DEL BUA A PERIFERIA 2) -SALUD,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0
353,DIRECCION DISTRITAL 24D01 SANTA ELENA MTOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
354,DIRECCION DISTRITAL 24D01- SANTA ELENA - SALUD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
355,DIRECCION DISTRITAL 24D02 - LA LIBERTAD - SALINAS - MIES,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
356,DIRECCION DISTRITAL DE SALUD N 10D01,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
357,DIRECCION DISTRITAL DE SALUD N 13D08,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
358,DIRECCION DISTRITAL DE SALUD N.- 01D06,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
359,DIRECCION DISTRITAL DE SALUD NO. 08D05,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
360,DIRECCION DISTRITAL DE SALUD NO. 09D21,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0
361,DIRECCION DISTRITAL DE SALUD NO. 17D10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
362,DIRECCION DISTRITAL DE SALUD NO.09D22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
363,DIRECCION DISTRITAL DE TRANSPORTE Y OBRAS PUBLICAS DE SANTO DOMINGO DE LOS TSACHILAS,0,1,0,0,0,0,0,1,0,2,0,9,0,0,0,0
364,DIRECCION DISTRITAL MIES BABAHOYO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
365,DIRECCION DISTRITAL N 23D03 - LA CONCORDIA - SALUD,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
366,DIRECCION DISTRITAL NO. 08D02 - ELOY ALFARO - SALUD,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
367,DIRECCION DISTRITAL-06D01-CHAMBO-RIOBAMBA-MIES,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0
368,DIRECCION DISTRITAL-09D09-TARQUI3-MIES,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
369,DIRECCION DISTRITAL06D03-CUMANDA-PALLATANGA-EDUCACION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
370,DIRECCION DISTRITAL08D04,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
371,DIRECCION GENERAL DE AVIACION CIVIL,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
372,DIRECCION GENERAL DE AVIACION CIVIL DIRECCION REGIONAL III,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
373,DIRECCION GENERAL REGISTRO CIVIL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,DIRECCION NACIONAL DE ANTINARCOTICOS,4,1,1,0,4,1,4,0,0,4,0,2,0,0,6,0
375,DIRECCION NACIONAL DE LA POLICIA JUDICIAL,2,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0
376,DIRECCION NACIONAL DE REGISTROS PUBLICOS,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
377,DIRECCION PROVINCIAL DEL AMBIENTE DE MORONA SANTIAGO,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
378,DIRECCION PROVINCIAL DEL AMBIENTE TUNGURAHUA,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0
379,DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
380,DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
381,DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOJA,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
382,DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA,0,1,0,0,0,0,0,0,0,10,0,6,0,0,0,0
383,DIRECCION PROVINCIAL DEL ORO,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0
384,DIRECCION REGIONAL DE TRABAJO Y SERVICIO PUBLICO-DIRECCION REGIONAL PORTVIEJO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385,DIRECCION ZONAL - ZONA 4 - SECRETARIA TECNICA DE GESTION INMOBILIARIA DEL SECTOR PUBLICO,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0
386,DIRECCIÒN DISTRITAL 17D04 PUENGASI A ITCHIMBIA SALUD,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0
387,DIRECCIÓN DE MOVILIZACIÓN DEL CC.FF.AA.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388,DIRECCIÓN DISTRITAL 09D10 - PARROQUIAS RURALES: (PROGRESO A ÁREA DE EXPANSIÓN DE GUAYAQUIL ) - EDUCACIÓN,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
389,DIRECCIÓN DISTRITAL 10D01-IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUÍ-IMBABURA-MTOP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390,DIRECCIÓN DISTRITAL 11D01-LOJA-LOJA-MTOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391,DIRECCIÓN DISTRITAL 13D 05 - EL CARMEN - SALUD,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
392,DIRECCIÓN DISTRITAL 13D11 SAN VICENTE-SUCRE-EDUCACION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393,DIRECCIÓN DISTRITAL 14D01- MORONA - EDUCACIÓN,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
394,DIRECCIÓN DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO SALUD,0,1,0,0,0,0,0,0,0,3,0,12,0,0,0,0
